Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CareerAtCompany_ratio,RoleStability_ratio,ManagerStability_ratio,CareerStart_Age,IncomePerExperience,BurnoutRisk,Satisfaction_Composite,Stability_Score,Stress_Amplifier
32,1,906,2,7,3,1,4,1,91,2,2,7,3,1,5484,16985,1,0,14,3,1,13,3,2,13,8,4,8,1.0,0.6153846153846154,0.6153846153846154,19,421.84615384615387,0,3.3333333333333335,0.7435897435897436,2
22,1,253,1,11,3,3,1,0,43,3,1,6,2,1,2244,24440,1,0,13,4,1,2,1,3,2,1,1,2,1.0,0.5,1.0,20,1122.0,1,2.3333333333333335,0.8333333333333334,1
37,1,807,0,6,4,0,3,1,63,3,1,1,1,0,2073,23648,4,1,22,4,0,7,3,3,3,2,0,2,0.42857142857142855,0.6666666666666666,0.6666666666666666,30,296.14285714285717,0,2.6666666666666665,0.5873015873015873,3
32,0,1146,1,15,4,3,3,0,34,3,2,0,4,0,6667,16542,5,0,18,2,1,9,6,3,5,1,1,2,0.5555555555555556,0.2,0.4,23,740.7777777777778,1,3.0,0.38518518518518513,0
34,2,234,1,9,4,1,4,1,93,3,2,2,1,1,5346,6208,4,0,17,3,1,11,3,2,7,1,0,7,0.6363636363636364,0.14285714285714285,1.0,23,486.0,0,2.6666666666666665,0.5930735930735931,3
29,1,232,1,19,3,5,4,1,34,3,2,4,4,0,4262,22645,4,0,12,2,2,8,2,4,3,2,1,2,0.375,0.6666666666666666,0.6666666666666666,21,532.75,1,3.3333333333333335,0.5694444444444443,0
30,1,634,1,17,4,3,2,0,95,3,3,3,1,1,11916,25927,1,1,23,4,2,9,2,3,9,1,0,8,1.0,0.1111111111111111,0.8888888888888888,21,1324.0,0,2.3333333333333335,0.6666666666666666,3
33,1,924,1,2,3,3,3,1,78,3,1,2,4,2,2496,6670,4,0,11,4,0,7,3,3,1,1,0,0,0.14285714285714285,1.0,0.0,26,356.57142857142856,1,3.6666666666666665,0.38095238095238093,0
40,1,555,1,2,3,3,2,0,78,2,2,2,3,1,3448,13436,6,0,22,2,1,20,3,3,1,0,0,0,0.05,0.0,0.0,20,172.4,1,2.3333333333333335,0.016666666666666666,0
35,1,992,1,1,3,3,4,1,68,2,1,2,1,2,2450,21731,1,0,19,2,0,3,3,3,3,0,1,2,1.0,0.0,0.6666666666666666,32,816.6666666666666,1,2.3333333333333335,0.5555555555555555,1
53,1,1223,1,7,2,3,4,0,50,3,5,3,3,0,18606,18640,3,0,18,2,1,26,6,3,7,7,4,7,0.2692307692307692,1.0,1.0,27,715.6153846153846,1,3.0,0.7564102564102564,0
20,1,500,2,2,3,3,3,0,49,2,1,8,3,2,2044,22052,1,0,13,4,0,2,3,2,2,2,0,2,1.0,1.0,1.0,18,1022.0,0,3.3333333333333335,1.0,2
26,2,426,0,17,4,1,2,0,58,3,1,1,3,0,2741,22808,0,1,11,2,1,8,2,2,7,7,1,0,0.875,1.0,0.0,18,342.625,2,2.3333333333333335,0.625,4
30,1,305,1,16,3,1,3,1,58,4,2,0,3,1,5294,9128,3,0,16,3,1,10,3,3,7,0,1,7,0.7,0.0,1.0,20,529.4,1,3.0,0.5666666666666667,0
31,2,874,1,15,3,3,3,1,72,3,1,2,3,1,2610,6233,1,0,12,3,1,2,5,2,2,2,2,2,1.0,1.0,1.0,29,1305.0,0,3.0,1.0,2
45,1,1449,2,2,3,2,1,0,94,1,5,3,2,2,18824,2493,2,1,16,1,0,26,2,3,24,10,1,11,0.9230769230769231,0.4166666666666667,0.4583333333333333,19,724.0,0,1.3333333333333333,0.5993589743589743,3
59,2,1225,2,1,1,1,1,0,57,2,2,7,3,2,5473,24668,7,0,11,4,0,20,2,2,4,3,1,3,0.2,0.75,0.75,39,273.65,0,2.6666666666666665,0.5666666666666667,2
30,0,1398,2,22,4,4,3,0,69,3,3,7,1,1,8412,2890,0,0,11,3,0,10,3,3,9,8,7,8,0.9,0.8888888888888888,0.8888888888888888,20,841.2,1,2.3333333333333335,0.8925925925925925,1
34,2,135,1,19,3,3,3,0,46,3,2,2,2,0,4444,22534,4,0,13,3,2,15,2,4,11,8,5,10,0.7333333333333333,0.7272727272727273,0.9090909090909091,19,296.26666666666665,1,2.6666666666666665,0.7898989898989899,1
24,2,897,0,10,3,3,1,1,59,3,1,1,4,1,2145,2097,0,0,14,4,1,3,2,3,2,2,2,1,0.6666666666666666,1.0,0.5,21,715.0,1,3.0,0.7222222222222222,0
32,2,430,1,24,4,1,1,1,80,3,2,2,4,1,5309,21146,1,0,15,4,2,10,2,3,10,8,4,7,1.0,0.8,0.7,22,530.9,1,3.0,0.8333333333333334,0
24,1,240,0,22,1,0,4,1,58,1,1,1,3,1,1555,11585,1,0,11,3,1,1,2,3,1,0,0,0,1.0,0.0,0.0,23,1555.0,1,3.3333333333333335,0.3333333333333333,0
42,1,1147,0,10,3,0,3,0,31,3,4,3,1,1,16799,16616,0,0,14,3,1,21,5,3,20,7,0,9,0.9523809523809523,0.35,0.45,21,799.952380952381,1,2.3333333333333335,0.584126984126984,1
40,2,1184,2,2,4,3,2,1,62,3,2,7,2,1,4327,25440,5,0,12,4,3,5,2,3,0,0,0,0,0.0,0.0,0.0,35,865.4,1,2.6666666666666665,0.0,1
25,1,883,2,26,1,3,3,0,32,3,2,7,4,2,6180,22807,1,0,23,2,0,6,5,2,6,5,1,4,1.0,0.8333333333333334,0.6666666666666666,19,1030.0,0,3.0,0.8333333333333334,2
52,1,994,1,7,4,1,2,1,87,3,3,0,2,2,10445,15322,7,0,19,4,0,18,4,3,8,6,4,0,0.4444444444444444,0.75,0.0,34,580.2777777777778,1,2.6666666666666665,0.39814814814814814,1
29,1,408,1,25,5,5,3,0,71,2,1,6,2,1,2546,18300,5,0,16,2,0,6,2,4,2,2,1,1,0.3333333333333333,1.0,0.5,23,424.3333333333333,1,2.3333333333333335,0.611111111111111,1
30,0,879,1,9,2,3,3,0,72,3,2,4,3,2,4695,12858,7,1,18,3,0,10,3,3,8,4,1,7,0.8,0.5,0.875,20,469.5,0,3.0,0.725,2
35,1,672,1,25,3,5,4,1,78,2,3,4,2,1,10903,9129,3,0,16,1,0,16,2,3,13,10,4,8,0.8125,0.7692307692307693,0.6153846153846154,19,681.4375,1,2.3333333333333335,0.7323717948717948,1
38,0,1336,0,2,3,0,1,1,100,3,1,1,2,0,2592,7129,5,0,13,4,3,13,3,3,11,10,3,8,0.8461538461538461,0.9090909090909091,0.7272727272727273,25,199.3846153846154,1,2.3333333333333335,0.8275058275058275,1
47,1,359,1,2,4,3,1,0,82,3,4,5,3,1,17169,26703,3,0,19,2,2,26,2,4,20,17,5,6,0.7692307692307693,0.85,0.3,21,660.3461538461538,1,2.0,0.6397435897435898,0
29,2,115,2,13,3,5,1,0,51,3,2,7,2,2,5765,17485,5,0,11,1,0,7,4,1,5,3,0,0,0.7142857142857143,0.6,0.0,22,823.5714285714286,0,1.3333333333333333,0.4380952380952381,3
35,1,763,2,15,2,3,1,1,59,1,2,7,4,0,5440,22098,6,1,14,4,2,7,2,2,2,2,2,2,0.2857142857142857,1.0,1.0,28,777.1428571428571,2,3.0,0.7619047619047619,4
30,0,1400,1,3,3,1,3,1,53,3,1,2,4,1,2097,16734,4,0,15,3,1,9,3,1,5,3,1,4,0.5555555555555556,0.6,0.8,21,233.0,0,3.3333333333333335,0.6518518518518518,2
43,2,1082,1,27,3,1,3,0,83,3,3,4,1,1,10820,11535,8,0,11,3,1,18,1,3,8,7,0,1,0.4444444444444444,0.875,0.125,25,601.1111111111111,1,2.3333333333333335,0.48148148148148145,1
40,1,804,1,2,1,3,4,0,86,2,1,6,4,2,2342,22929,0,1,20,4,0,5,2,2,4,2,2,3,0.8,0.5,0.75,35,468.4,2,4.0,0.6833333333333332,4
46,1,991,0,1,2,1,4,0,44,3,1,1,1,2,3423,22957,6,0,12,3,0,10,3,4,7,6,5,7,0.7,0.8571428571428571,1.0,36,342.3,1,2.6666666666666665,0.8523809523809524,1
53,1,1376,2,2,2,3,3,1,45,3,4,3,3,0,14852,13938,6,0,13,3,1,22,3,4,17,13,15,2,0.7727272727272727,0.7647058823529411,0.11764705882352941,31,675.0909090909091,1,3.0,0.551693404634581,0
31,2,163,1,24,1,5,4,0,30,3,2,4,4,2,5238,6670,2,0,20,4,0,9,3,2,5,4,1,4,0.5555555555555556,0.8,0.8,22,582.0,0,4.0,0.7185185185185187,2
32,2,238,1,5,2,1,1,0,47,4,1,6,3,2,2432,15318,3,1,14,1,0,8,2,3,4,1,0,3,0.5,0.25,0.75,24,304.0,0,1.6666666666666667,0.5,2
47,1,571,2,14,3,3,3,0,78,3,2,7,3,1,4591,24200,3,1,17,3,1,11,4,2,5,4,1,2,0.45454545454545453,0.8,0.4,36,417.3636363636364,2,3.0,0.5515151515151516,4
55,1,147,1,20,2,5,2,1,37,3,2,2,4,1,5415,15972,3,1,19,4,1,12,4,3,10,7,0,8,0.8333333333333334,0.7,0.8,43,451.25,0,3.3333333333333335,0.7777777777777777,2
33,1,392,2,2,4,3,4,1,93,3,2,7,4,0,5505,3921,1,0,14,3,2,6,5,3,6,2,0,4,1.0,0.3333333333333333,0.6666666666666666,27,917.5,1,3.6666666666666665,0.6666666666666666,0
44,2,429,1,1,2,3,3,1,99,3,1,6,2,0,2342,11092,1,1,12,3,3,6,2,2,5,3,2,3,0.8333333333333334,0.6,0.6,38,390.3333333333333,2,2.6666666666666665,0.6777777777777777,5
36,1,430,1,2,4,4,4,0,73,3,2,6,2,1,6962,19573,4,1,22,4,1,15,2,3,1,0,0,0,0.06666666666666667,0.0,0.0,21,464.1333333333333,0,3.3333333333333335,0.022222222222222223,3
45,1,1038,1,20,3,3,2,1,95,1,3,0,1,0,10851,19863,2,1,18,2,1,24,2,3,7,7,0,7,0.2916666666666667,1.0,1.0,21,452.125,0,1.6666666666666667,0.763888888888889,3
31,1,1232,1,7,4,3,3,0,39,3,3,4,4,2,7143,25713,1,1,14,3,0,11,2,2,11,9,4,10,1.0,0.8181818181818182,0.9090909090909091,20,649.3636363636364,2,3.3333333333333335,0.9090909090909092,4
40,1,1171,1,10,4,1,4,0,46,4,1,2,3,1,2213,22495,3,1,13,3,1,10,3,3,7,7,1,7,0.7,1.0,1.0,30,221.3,0,3.3333333333333335,0.9,2
21,1,1334,1,10,3,1,3,0,36,2,1,2,1,2,1416,17258,1,0,13,1,0,1,6,2,1,0,1,0,1.0,0.0,0.0,20,1416.0,0,1.6666666666666667,0.3333333333333333,3
42,0,495,1,2,1,1,3,1,37,3,4,3,3,1,17861,26582,0,1,13,4,0,21,3,2,20,8,2,10,0.9523809523809523,0.4,0.5,21,850.5238095238095,2,3.3333333333333335,0.6174603174603175,4
55,1,1136,1,1,4,3,2,1,81,4,4,5,4,0,14732,12414,2,0,13,4,2,31,4,4,7,7,0,0,0.22580645161290322,1.0,0.0,24,475.2258064516129,1,3.3333333333333335,0.40860215053763443,0
40,1,444,2,2,2,2,2,0,92,3,2,7,2,1,5677,4258,3,0,14,3,1,15,4,3,11,8,5,10,0.7333333333333333,0.7272727272727273,0.9090909090909091,25,378.46666666666664,1,2.3333333333333335,0.7898989898989899,1
31,1,746,1,8,4,1,3,0,61,3,2,4,4,2,4424,20682,1,0,23,4,0,11,2,3,11,7,1,8,1.0,0.6363636363636364,0.7272727272727273,20,402.1818181818182,1,3.6666666666666665,0.7878787878787877,0
34,2,618,1,3,1,1,1,1,45,3,2,0,4,2,7756,22266,0,0,17,3,0,7,1,2,6,2,0,4,0.8571428571428571,0.3333333333333333,0.6666666666666666,27,1108.0,0,2.6666666666666665,0.6190476190476191,2
46,1,1009,1,2,3,1,1,1,51,3,4,5,3,1,17861,2288,6,0,13,3,0,26,2,1,3,2,0,1,0.11538461538461539,0.6666666666666666,0.3333333333333333,20,686.9615384615385,0,2.3333333333333335,0.3717948717948718,2
33,1,217,2,10,4,2,2,1,43,3,2,7,3,2,5487,10410,1,0,14,2,0,10,2,2,10,4,0,9,1.0,0.4,0.9,23,548.7,0,2.3333333333333335,0.7666666666666666,2
40,1,1194,1,2,4,3,3,0,98,3,1,6,3,1,2001,12549,2,0,14,2,3,20,2,3,5,3,0,2,0.25,0.6,0.4,20,100.05,1,2.6666666666666665,0.4166666666666667,0
24,0,1092,1,9,3,1,3,1,60,2,1,2,2,0,2694,26551,1,0,11,3,3,1,4,3,1,0,0,0,1.0,0.0,0.0,23,2694.0,1,2.6666666666666665,0.3333333333333333,1
52,2,322,1,28,2,3,4,0,59,4,4,4,3,1,13247,9731,2,1,11,2,1,24,3,2,5,3,0,2,0.20833333333333334,0.6,0.4,28,551.9583333333334,2,3.0,0.40277777777777785,4
31,0,976,1,3,2,3,3,1,48,3,1,6,1,0,3065,3995,1,1,13,4,1,4,3,4,4,2,2,3,1.0,0.5,0.75,27,766.25,0,2.6666666666666665,0.75,3
51,1,1405,1,11,2,5,4,0,82,2,4,4,2,2,13142,24439,3,0,16,2,0,29,1,2,5,2,0,3,0.1724137931034483,0.4,0.6,22,453.17241379310343,0,2.6666666666666665,0.39080459770114945,3
28,1,736,2,26,3,1,3,1,48,2,2,7,1,1,4724,24232,1,0,11,3,1,5,0,3,5,3,0,4,1.0,0.6,0.8,23,944.8,1,2.3333333333333335,0.8000000000000002,1
25,1,867,2,19,2,2,3,1,36,2,1,8,2,1,2413,18798,1,1,18,3,3,1,2,3,1,0,0,0,1.0,0.0,0.0,24,2413.0,0,2.6666666666666665,0.3333333333333333,3
44,2,1193,1,2,1,3,2,1,86,3,3,4,3,2,10209,19719,5,1,18,2,0,16,2,2,2,2,2,2,0.125,1.0,1.0,28,638.0625,2,2.3333333333333335,0.7083333333333334,4
38,1,168,1,1,3,1,3,0,81,3,3,4,3,2,7861,15397,4,1,14,4,0,10,4,4,1,0,0,0,0.1,0.0,0.0,28,786.1,0,3.3333333333333335,0.03333333333333333,2
37,1,290,1,21,3,1,2,1,65,4,1,6,1,1,3564,22977,1,1,12,1,1,8,3,2,8,7,1,7,1.0,0.875,0.875,29,445.5,2,1.3333333333333333,0.9166666666666666,5
29,1,332,0,17,3,4,2,1,51,2,3,1,1,2,7988,9769,1,0,13,1,0,10,3,2,10,9,0,9,1.0,0.9,0.9,19,798.8,0,1.3333333333333333,0.9333333333333332,3
24,1,984,1,17,2,1,4,0,97,3,1,2,2,1,2210,3372,1,0,13,1,1,1,3,1,1,0,0,0,1.0,0.0,0.0,23,2210.0,0,2.3333333333333335,0.3333333333333333,3
53,1,346,1,6,3,1,4,1,86,3,2,2,4,2,2450,10919,2,0,17,4,0,19,4,3,2,2,2,2,0.10526315789473684,1.0,1.0,34,128.94736842105263,1,4.0,0.7017543859649122,0
50,1,1322,1,28,3,1,4,0,43,3,4,5,1,1,16880,22422,4,1,11,2,0,25,2,3,3,2,1,2,0.12,0.6666666666666666,0.6666666666666666,25,675.2,0,2.3333333333333335,0.4844444444444444,3
46,1,406,2,3,1,2,1,1,52,3,4,3,3,1,17465,15596,3,0,12,4,1,23,3,3,12,9,4,9,0.5217391304347826,0.75,0.75,23,759.3478260869565,1,2.6666666666666665,0.6739130434782609,0
29,2,806,1,1,4,1,2,1,76,1,1,6,4,0,2720,18959,1,0,18,4,1,10,5,3,10,7,2,8,1.0,0.7,0.8,19,272.0,1,3.3333333333333335,0.8333333333333334,0
42,1,462,2,14,2,3,3,0,68,2,2,7,3,2,6244,7824,7,0,17,1,0,10,6,3,5,4,0,3,0.5,0.8,0.6,32,624.4,1,2.3333333333333335,0.6333333333333333,0
32,1,1018,1,3,2,1,3,0,39,3,3,5,4,2,11159,19373,3,0,15,4,0,10,6,3,7,7,7,7,0.7,1.0,1.0,22,1115.9,1,3.6666666666666665,0.9,0
55,1,111,2,1,2,1,1,1,70,3,3,7,4,1,10239,18092,3,0,14,4,1,24,4,3,1,0,1,0,0.041666666666666664,0.0,0.0,31,426.625,1,3.0,0.013888888888888888,0
45,1,1339,1,7,3,1,2,1,59,3,3,6,1,0,9724,18787,2,0,17,3,1,25,2,3,1,0,0,0,0.04,0.0,0.0,20,388.96,1,2.0,0.013333333333333334,1
28,1,895,1,15,2,1,1,1,50,3,1,2,3,0,2207,22482,1,0,16,4,1,4,5,2,4,2,2,2,1.0,0.5,0.5,24,551.75,0,2.6666666666666665,0.6666666666666666,2
44,1,986,1,8,4,1,1,1,62,4,1,2,4,1,2818,5044,2,1,24,3,1,10,2,2,3,2,0,2,0.3,0.6666666666666666,0.6666666666666666,34,281.8,2,2.6666666666666665,0.5444444444444444,4
31,1,1079,2,10,2,3,3,0,86,3,2,7,4,0,6583,20115,2,1,11,4,1,8,2,3,5,2,1,4,0.625,0.4,0.8,23,822.875,0,3.6666666666666665,0.6083333333333333,2
46,0,1144,1,7,4,3,3,0,30,3,2,4,3,1,5258,16044,2,0,14,3,0,7,2,4,1,0,0,0,0.14285714285714285,0.0,0.0,39,751.1428571428571,1,3.0,0.047619047619047616,0
38,1,1009,2,2,2,1,2,0,31,3,2,7,1,0,6893,19461,3,0,15,4,1,11,3,3,7,7,1,7,0.6363636363636364,1.0,1.0,27,626.6363636363636,1,2.3333333333333335,0.8787878787878788,1
48,1,715,1,1,3,1,4,1,76,2,5,5,4,2,18265,8733,6,0,12,3,0,25,3,4,1,0,0,0,0.04,0.0,0.0,23,730.6,1,3.6666666666666665,0.013333333333333334,0
34,1,204,2,14,3,5,3,0,31,3,1,8,3,0,2579,2912,1,1,18,4,2,8,3,3,8,2,0,6,1.0,0.25,0.75,26,322.375,0,3.3333333333333335,0.6666666666666666,2
35,1,802,1,10,3,4,2,1,45,3,1,2,4,0,3917,9541,1,0,20,1,1,3,4,2,3,2,1,2,1.0,0.6666666666666666,0.6666666666666666,32,1305.6666666666667,0,2.3333333333333335,0.7777777777777777,2
32,1,128,1,2,1,5,4,1,84,2,2,2,1,2,2176,19737,4,0,13,4,0,9,5,3,6,2,0,4,0.6666666666666666,0.3333333333333333,0.6666666666666666,23,241.77777777777777,1,3.0,0.5555555555555555,1
38,1,343,1,15,2,1,3,1,92,2,3,5,4,0,11510,15682,0,1,14,2,1,12,3,3,11,10,2,9,0.9166666666666666,0.9090909090909091,0.8181818181818182,26,959.1666666666666,0,3.0,0.8813131313131314,2
30,1,1334,2,4,2,3,3,0,63,2,2,7,2,0,5209,19760,1,1,12,2,3,11,4,2,11,8,2,7,1.0,0.7272727272727273,0.6363636363636364,19,473.54545454545456,2,2.3333333333333335,0.787878787878788,5
33,0,1313,1,1,2,3,2,1,59,2,1,2,3,0,2008,20439,1,0,12,3,3,1,2,2,1,1,0,0,1.0,1.0,0.0,32,2008.0,0,2.6666666666666665,0.6666666666666666,2
59,1,1435,2,25,3,1,1,0,99,3,3,7,1,2,7637,2354,7,0,11,4,0,28,3,2,21,16,7,9,0.75,0.7619047619047619,0.42857142857142855,31,272.75,0,2.0,0.6468253968253969,3
39,1,1383,0,2,3,1,4,0,42,2,2,1,4,1,5204,7790,8,0,11,3,2,13,2,3,5,4,0,4,0.38461538461538464,0.8,0.8,26,400.3076923076923,1,3.6666666666666665,0.6615384615384615,0
34,1,1111,2,8,2,1,3,0,93,3,2,7,1,1,6500,13305,5,0,17,2,1,6,1,3,3,2,1,2,0.5,0.6666666666666666,0.6666666666666666,28,1083.3333333333333,1,2.0,0.611111111111111,1
44,1,1037,1,1,3,3,2,1,42,3,1,6,4,2,2436,13422,6,1,12,3,0,6,2,3,4,3,1,2,0.6666666666666666,0.75,0.5,38,406.0,0,3.0,0.6388888888888888,2
30,1,1005,1,3,3,5,4,0,88,3,1,6,1,2,2657,8556,5,1,11,3,0,8,5,3,5,2,0,4,0.625,0.4,0.8,22,332.125,0,2.6666666666666665,0.6083333333333333,3
34,2,702,1,16,4,1,3,0,100,2,1,6,4,2,2553,8306,1,0,16,3,0,6,3,3,5,2,1,3,0.8333333333333334,0.4,0.6,28,425.5,1,3.3333333333333335,0.6111111111111112,0
29,1,1176,2,3,2,3,2,0,62,3,2,7,3,1,5561,3487,1,0,14,1,1,6,5,2,6,0,1,2,1.0,0.0,0.3333333333333333,23,926.8333333333334,0,2.0,0.4444444444444444,2
52,0,771,2,2,4,1,1,1,79,2,5,3,3,2,19068,21030,1,1,18,4,0,33,2,4,33,7,15,12,1.0,0.21212121212121213,0.36363636363636365,19,577.8181818181819,0,2.6666666666666665,0.5252525252525252,2
42,2,532,1,29,2,1,1,0,92,3,2,6,3,0,4556,12932,2,0,11,2,1,19,3,3,5,4,0,2,0.2631578947368421,0.8,0.4,23,239.78947368421052,1,2.0,0.48771929824561405,0
38,1,827,1,1,4,1,2,0,33,4,2,0,4,2,7625,19383,0,0,13,3,0,10,4,2,9,7,1,8,0.9,0.7777777777777778,0.8888888888888888,28,762.5,0,3.0,0.8555555555555555,2
29,1,468,1,28,4,3,4,0,73,2,1,6,1,2,3785,8489,1,0,14,2,0,5,3,1,5,4,0,4,1.0,0.8,0.8,24,757.0,0,2.3333333333333335,0.8666666666666667,3
37,1,1189,2,3,3,1,3,1,87,3,3,7,4,2,7428,14506,2,0,12,1,0,12,3,3,5,3,1,3,0.4166666666666667,0.6,0.6,25,619.0,1,2.6666666666666665,0.5388888888888889,0
36,0,1434,2,8,4,1,1,1,76,2,3,7,1,2,7587,14229,1,0,15,2,0,10,1,3,10,7,0,9,1.0,0.7,0.9,26,758.7,1,1.3333333333333333,0.8666666666666667,1
47,0,1162,1,1,1,3,3,0,98,3,3,5,2,1,11957,17231,0,0,18,1,2,14,3,1,13,8,5,12,0.9285714285714286,0.6153846153846154,0.9230769230769231,33,854.0714285714286,0,2.0,0.8223443223443224,3
32,2,1005,1,2,2,1,4,1,79,3,1,2,4,2,3068,11864,0,0,13,3,0,8,2,2,7,7,3,6,0.875,1.0,0.8571428571428571,24,383.5,0,3.6666666666666665,0.9107142857142857,2
33,1,118,2,16,3,2,1,0,69,3,2,7,1,2,5324,26507,5,0,15,3,0,6,3,3,3,2,0,2,0.5,0.6666666666666666,0.6666666666666666,27,887.3333333333334,1,1.6666666666666667,0.611111111111111,1
29,1,428,2,9,3,2,2,0,52,1,1,8,2,2,2760,14630,1,0,13,3,0,2,3,3,2,2,2,2,1.0,1.0,1.0,27,1380.0,1,2.3333333333333335,1.0,1
44,1,1112,0,1,4,1,1,0,50,2,2,1,3,2,5985,26894,4,0,11,2,0,10,1,4,2,2,0,2,0.2,1.0,1.0,34,598.5,1,2.0,0.7333333333333334,0
39,1,119,2,15,4,2,2,1,77,3,4,7,1,2,13341,25098,0,0,12,1,0,21,3,3,20,8,11,10,0.9523809523809523,0.4,0.5,18,635.2857142857143,1,1.3333333333333333,0.6174603174603175,1
31,1,1003,2,5,3,5,1,1,51,3,2,7,3,1,8346,20943,1,0,19,3,1,6,3,3,5,2,0,2,0.8333333333333334,0.4,0.4,25,1391.0,1,2.3333333333333335,0.5444444444444444,0
40,1,616,1,2,2,1,3,0,99,3,1,2,1,1,3377,25605,4,0,17,4,1,7,5,2,4,3,0,2,0.5714285714285714,0.75,0.5,33,482.42857142857144,0,2.6666666666666665,0.6071428571428571,3
38,1,849,1,25,2,1,1,0,81,2,3,5,2,1,12061,26707,3,0,17,3,1,19,2,3,10,8,0,1,0.5263157894736842,0.8,0.1,19,634.7894736842105,1,2.0,0.47543859649122816,1
32,1,1089,1,7,2,1,4,1,79,3,2,2,3,1,4883,22845,1,0,18,1,1,10,3,3,10,4,1,1,1.0,0.4,0.1,22,488.3,1,2.6666666666666665,0.5,0
48,0,1262,1,1,4,3,1,1,35,4,4,3,4,2,16885,16154,2,0,22,3,0,27,3,2,5,4,2,1,0.18518518518518517,0.8,0.2,21,625.3703703703703,0,2.6666666666666665,0.3950617283950617,2
38,2,1444,0,1,4,4,4,1,88,3,1,1,2,1,2991,5224,0,1,11,2,1,7,2,3,6,2,1,2,0.8571428571428571,0.3333333333333333,0.3333333333333333,31,427.2857142857143,0,2.6666666666666665,0.5079365079365079,3
48,1,855,1,4,3,1,4,1,54,3,3,4,4,2,7898,18706,1,0,11,3,0,11,2,3,10,9,0,8,0.9090909090909091,0.9,0.8,37,718.0,1,3.6666666666666665,0.8696969696969697,0
31,2,798,1,7,2,1,3,0,48,2,3,4,3,1,8943,14034,1,0,24,1,1,10,2,3,10,9,8,9,1.0,0.9,0.9,21,894.3,1,2.3333333333333335,0.9333333333333332,0
49,1,1261,1,7,3,4,2,1,31,2,3,0,3,2,10965,12066,8,0,24,3,0,26,2,3,5,2,0,0,0.19230769230769232,0.4,0.0,23,421.7307692307692,1,2.6666666666666665,0.19743589743589743,0
27,1,798,1,6,4,3,1,0,66,2,1,6,3,0,2187,5013,0,0,12,3,2,6,5,2,5,3,0,3,0.8333333333333334,0.6,0.6,21,364.5,0,2.3333333333333335,0.6777777777777777,2
35,2,664,1,1,3,3,2,1,79,3,1,6,1,1,2194,5868,4,0,13,4,1,5,2,2,3,2,1,2,0.6,0.6666666666666666,0.6666666666666666,30,438.8,0,2.3333333333333335,0.6444444444444444,3
30,1,1082,2,12,3,5,2,0,83,3,2,7,3,2,6577,19558,0,0,11,2,0,6,6,3,5,4,4,4,0.8333333333333334,0.8,0.8,24,1096.1666666666667,1,2.3333333333333335,0.8111111111111112,0
45,1,950,1,28,3,5,4,1,97,3,1,6,4,1,2132,4585,4,0,20,4,1,8,3,3,5,4,0,3,0.625,0.8,0.6,37,266.5,1,4.0,0.6749999999999999,0
39,2,505,1,2,4,5,3,0,64,3,3,0,3,2,10938,6420,0,0,25,4,0,20,1,3,19,6,11,8,0.95,0.3157894736842105,0.42105263157894735,19,546.9,1,3.3333333333333335,0.5622807017543859,0
30,1,945,2,9,3,3,2,1,89,3,1,8,4,2,1081,16019,1,0,13,3,0,1,3,2,1,0,0,0,1.0,0.0,0.0,29,1081.0,0,3.0,0.3333333333333333,2
34,1,1107,0,9,4,5,1,0,52,3,1,1,3,1,2742,3072,1,0,15,4,0,2,0,3,2,2,2,2,1.0,1.0,1.0,32,1371.0,1,2.6666666666666665,1.0,0
37,1,161,1,10,3,1,3,0,42,4,3,5,4,1,13744,15471,1,1,25,1,1,16,2,3,16,11,6,8,1.0,0.6875,0.5,21,859.0,0,2.6666666666666665,0.7291666666666666,2
46,2,638,1,1,3,3,3,1,40,2,3,0,1,1,10673,3142,2,1,13,3,1,21,5,2,10,9,9,5,0.47619047619047616,0.9,0.5,25,508.23809523809524,2,2.3333333333333335,0.6253968253968254,5
54,1,431,1,7,4,3,4,0,68,3,2,6,4,1,6854,15696,4,0,15,2,1,14,2,2,7,1,1,7,0.5,0.14285714285714285,1.0,40,489.57142857142856,0,3.3333333333333335,0.5476190476190476,2
26,1,1355,0,25,1,1,3,0,61,3,1,1,3,1,2942,8916,1,0,23,4,1,8,3,3,8,7,5,7,1.0,0.875,0.875,18,367.75,1,3.3333333333333335,0.9166666666666666,0
30,2,1012,1,5,4,1,2,1,75,2,1,6,4,0,3761,2373,9,0,12,2,1,10,3,2,5,4,0,3,0.5,0.8,0.6,20,376.1,0,2.6666666666666665,0.6333333333333333,2
57,1,593,1,1,4,3,4,1,88,3,2,0,3,1,6755,2967,2,0,11,3,0,15,2,3,3,2,1,2,0.2,0.6666666666666666,0.6666666666666666,42,450.3333333333333,1,3.3333333333333335,0.5111111111111111,0
